date,AM Peak,PM Peak,7am-7pm,24 hr,flow
2021-08-29,0,0,0,15,4072
2021-08-30,0,0,0,0,3850
2021-08-31,0,0,0,5,4652
2021-09-01,0,0,0,5,4608
2021-09-02,0,0,0,20,4739
2021-09-03,0,0,5,15,5158
2021-09-04,0,0,0,0,4964
2021-09-05,0,0,0,0,4144
2021-09-06,0,0,5,15,4769
2021-09-07,0,0,0,10,5262
2021-09-08,0,0,5,5,5213
2021-09-09,0,0,0,10,5258
2021-09-10,0,0,5,15,5423
2021-09-11,0,0,0,5,5503
2021-09-12,0,0,0,0,4104
2021-09-13,0,0,0,10,5006
2021-09-14,0,0,0,10,5079
2021-09-15,0,0,0,5,5083
2021-09-16,0,0,0,5,3254
2021-09-19,0,0,0,5,4154
2021-09-20,0,5,5,15,5053
2021-09-21,0,0,0,0,5221
2021-09-22,0,0,5,5,5414
2021-09-23,0,0,0,5,5345
2021-09-24,0,0,5,15,5741
2021-09-25,0,0,0,0,5100
2021-09-26,0,0,0,0,4239
2021-09-27,0,0,0,5,5192
2021-09-28,0,0,0,0,5130
2021-09-29,0,0,0,5,5232
2021-09-30,5,0,5,10,5294
2021-10-01,0,0,0,0,5401
2021-10-02,0,0,0,5,4803
2021-10-03,0,0,0,0,4009
2021-10-04,0,0,0,10,4820
2021-10-05,0,0,0,25,4979
2021-10-06,0,0,0,0,5164
2021-10-07,0,0,0,0,5104
2021-10-08,0,0,0,10,5385
2021-10-09,0,0,0,5,4903
2021-10-10,0,0,0,0,4074
2021-10-11,0,0,0,5,4937
2021-10-12,0,0,0,0,5154
2021-10-13,0,0,0,5,5298
2021-10-14,0,0,0,10,5147
2021-10-15,0,0,5,10,5380
2021-10-16,0,0,0,0,1799
2021-10-19,0,0,0,5,4939
2021-10-20,0,0,0,5,5113
2021-10-21,0,0,5,15,5187
2021-10-22,0,0,10,25,5322
2021-10-23,0,0,0,10,4731
2021-10-24,0,0,0,0,3870
2021-10-25,0,0,0,10,4317
2021-10-26,0,0,5,5,4384
2021-10-27,0,0,5,15,4649
2021-10-28,0,0,0,5,4876
2021-10-29,0,0,0,15,5019
2021-10-30,0,5,10,30,4699
2021-10-31,0,0,0,0,4193
2021-11-01,0,0,5,20,4856
2021-11-02,0,0,0,5,4960
2021-11-03,0,0,0,20,5111
2021-11-04,0,0,10,30,5069
2021-11-05,0,0,0,10,5462
2021-11-06,0,0,0,0,4963
2021-11-07,5,0,10,10,4013
2021-11-08,0,0,0,0,4915
2021-11-09,0,0,0,0,5049
2021-11-10,0,0,0,0,5371
2021-11-11,5,0,5,15,5214
2021-11-12,0,0,0,20,5553
2021-11-13,0,0,0,0,5039
2021-11-14,20,0,30,35,3903
2021-11-15,0,0,0,0,2870
2021-11-19,0,0,0,25,5344
2021-11-20,0,0,20,20,4766
2021-11-21,0,0,5,5,3849
2021-11-22,0,0,5,30,4882
2021-11-23,0,0,0,5,5299
2021-11-24,0,0,5,10,5259
2021-11-25,0,0,5,5,5391
2021-11-26,0,5,15,40,5459
2021-11-27,0,0,5,20,4402
2021-11-28,0,0,0,0,4055
2021-11-29,0,0,0,5,4871
2021-11-30,0,0,5,10,4985
2021-12-01,0,10,15,30,5264
2021-12-02,0,0,5,15,5134
2021-12-03,0,0,0,5,5541
2021-12-04,0,0,5,10,4986
2021-12-05,0,0,15,25,4102
2021-12-06,0,0,0,10,4944
2021-12-07,0,0,0,5,5044
2021-12-08,0,0,0,5,5413
2021-12-09,0,5,5,25,5239
2021-12-10,0,0,0,25,5633
2021-12-11,0,0,0,5,5004
2021-12-12,15,0,15,30,4089
2021-12-13,0,0,0,35,5197
2021-12-14,0,0,5,10,5062
2021-12-15,0,0,5,10,5232
2021-12-16,0,15,20,30,5279
2021-12-17,0,0,0,60,5663
2021-12-18,0,0,0,5,4813
2021-12-19,5,0,5,10,4088
2021-12-20,0,0,5,20,4587
2021-12-21,0,0,0,10,4724
2021-12-22,0,0,0,10,4802
2021-12-23,0,5,10,15,4920
2021-12-24,0,0,30,45,4466
2021-12-25,0,0,0,0,2463
2021-12-26,0,0,0,0,2802
2021-12-27,0,0,0,30,3508
2021-12-28,0,0,0,0,3556
2021-12-29,0,0,0,65,3998
2021-12-30,0,0,0,5,4229
2021-12-31,0,0,5,5,4385
2022-01-01,0,10,10,20,3275
2022-01-02,0,0,0,5,3249
2022-01-03,0,0,0,0,3652
2022-01-04,0,0,0,20,4271
2022-01-05,0,0,0,5,4754
2022-01-06,5,5,10,35,4780
2022-01-07,0,0,0,10,5121
2022-01-08,0,0,5,15,4353
2022-01-09,0,0,0,5,3628
2022-01-10,0,5,15,20,4699
2022-01-11,0,0,10,50,4975
2022-01-12,0,0,5,20,4982
2022-01-13,0,0,0,5,4999
2022-01-14,0,0,5,10,5321
2022-01-15,5,0,5,10,4618
2022-01-16,0,0,0,0,3911
2022-01-17,0,0,0,5,4867
2022-01-18,0,0,0,0,5091
2022-01-19,0,0,10,15,5073
2022-01-20,0,0,15,15,4984
2022-01-21,0,0,5,10,5250
2022-01-22,0,0,0,10,4776
2022-01-23,0,0,10,10,4933
2022-01-24,0,0,0,20,4842
2022-01-25,0,0,10,15,4995
2022-01-26,0,0,0,0,5046
2022-01-27,0,0,20,25,5126
2022-01-28,0,5,5,45,5251
2022-01-29,0,0,0,0,4867
2022-01-30,0,15,20,25,3975
2022-01-31,0,0,0,15,5000
2022-02-01,0,0,0,0,5156
2022-02-02,0,0,0,20,5247
2022-02-03,0,0,10,40,5141
2022-02-04,0,0,5,25,5259
2022-02-05,0,0,0,0,4954
2022-02-06,0,0,0,0,3851
2022-02-07,0,0,0,10,4936
2022-02-08,0,0,0,5,4957
2022-02-09,0,0,20,30,5007
2022-02-10,0,0,0,10,5236
2022-02-11,0,0,0,5,5582
2022-02-12,0,10,10,10,5036
2022-02-13,0,0,15,25,3983
2022-02-14,0,0,0,5,5230
2022-02-15,0,5,5,25,5199
2022-02-16,0,0,5,15,5522
2022-02-17,0,0,0,15,5665
2022-02-18,5,0,5,5,5446
2022-02-19,0,0,0,5,4826
2022-02-20,0,0,0,0,3908
2022-02-21,0,0,5,25,4395
2022-02-22,0,0,5,10,4670
2022-02-23,0,0,0,0,4892
2022-02-24,5,0,5,20,4829
2022-02-25,0,0,0,0,5110
2022-02-26,0,0,0,0,5020
2022-02-27,5,5,10,15,4230
2022-02-28,0,0,0,0,5251
2022-03-01,0,0,0,0,5427
2022-03-02,0,0,5,15,5508
2022-03-03,0,0,5,20,5650
2022-03-04,0,0,0,5,5712
2022-03-05,0,0,5,5,4910
2022-03-06,0,0,0,0,4130
2022-03-07,0,0,0,5,5269
2022-03-08,0,0,0,0,5361
2022-03-09,30,0,35,80,5262
2022-03-10,0,0,0,10,5401
2022-03-11,0,0,15,20,5571
2022-03-12,5,0,5,5,4928
2022-03-13,0,0,0,35,4001
2022-03-14,0,0,0,0,5014
2022-03-15,0,0,0,5,5241
2022-03-16,0,0,30,35,5164
2022-03-17,0,15,15,25,5270
2022-03-18,0,0,0,0,5648
2022-03-19,0,0,0,5,5026
2022-03-20,0,0,0,5,4174
2022-03-21,0,0,0,0,5093
2022-03-22,0,0,0,0,5113
2022-03-23,5,0,5,10,5312
2022-03-24,0,0,0,5,5477
2022-03-25,5,0,15,15,5724
2022-03-26,0,0,0,10,5152
2022-03-27,0,0,0,5,4104
2022-03-28,0,0,0,5,5735
2022-03-29,0,0,0,10,5779
2022-03-30,0,0,0,10,5904
2022-03-31,0,0,15,35,5945
2022-04-01,0,5,5,10,6050
2022-04-02,0,0,0,10,4980
2022-04-03,0,0,10,20,3939
2022-04-04,5,0,5,30,5002
2022-04-05,0,0,0,45,5077
2022-04-06,0,0,5,5,5297
2022-04-07,0,0,0,5,5329
2022-04-08,0,0,0,0,5637
2022-04-09,0,0,0,5,4723
2022-04-10,0,0,0,0,4115
2022-04-11,0,0,5,15,4507
2022-04-12,0,0,0,10,4814
2022-04-13,0,0,0,15,4808
2022-04-14,0,0,0,20,4960
2022-04-15,0,0,0,5,4517
2022-04-16,0,0,0,5,4562
2022-04-17,0,0,0,0,3824
2022-04-18,0,0,0,0,3957
2022-04-19,0,0,0,5,4650
2022-04-20,0,0,10,15,3835
2022-04-21,0,0,0,5,4701
2022-04-22,0,0,0,0,5046
2022-04-23,0,0,0,0,4917
2022-04-24,0,0,0,0,4065
2022-04-25,0,0,5,10,5004
2022-04-26,5,0,5,5,5128
2022-04-27,0,0,0,0,5522
2022-04-28,0,0,20,90,5387
2022-04-29,5,0,5,20,5646
2022-04-30,0,0,5,10,5091
2022-05-01,0,0,0,5,4415
2022-05-02,0,0,0,0,4145
2022-05-03,0,0,0,0,5291
2022-05-04,0,0,0,0,5458
2022-05-05,0,0,0,0,5542
2022-05-06,0,0,0,5,5696
2022-05-07,0,0,0,0,5201
2022-05-08,0,0,0,0,4292
2022-05-09,0,0,0,15,5257
2022-05-10,0,0,0,5,5435
2022-05-11,0,0,0,10,5596
2022-05-12,0,0,0,5,5482
2022-05-13,0,0,0,10,5698
2022-05-14,0,0,0,0,5165
2022-05-15,0,0,5,10,4170
2022-05-16,0,0,0,5,5238
2022-05-17,0,0,5,5,5341
2022-05-18,0,0,0,0,5496
2022-05-19,0,0,0,5,5534
2022-05-20,0,0,0,5,5853
2022-05-21,0,0,0,10,5034
2022-05-22,0,0,0,0,4221
