date,AM Peak,PM Peak,7am-7pm,24 hr,flow
2021-09-28,10,15,70,70,6859
2021-09-29,10,15,45,45,7100
2021-09-30,5,5,30,35,7317
2021-10-01,10,0,25,30,7652
2021-10-02,0,0,5,5,7209
2021-10-03,0,0,0,0,6894
2021-10-04,20,40,85,85,6914
2021-10-05,20,10,40,40,6973
2021-10-06,30,15,80,80,6909
2021-10-07,20,40,90,90,7178
2021-10-08,5,10,35,35,7241
2021-10-09,0,0,5,5,7218
2021-10-10,0,0,5,5,6688
2021-10-11,5,0,20,20,6841
2021-10-12,0,0,5,5,6981
2021-10-13,25,15,65,65,7054
2021-10-14,0,30,80,80,7094
2021-10-15,5,0,10,10,7100
2021-10-16,0,0,5,5,2757
2021-10-19,0,0,35,35,6916
2021-10-20,15,10,60,60,7017
2021-10-21,0,0,20,20,6928
2021-10-22,0,5,5,5,7313
2021-10-23,0,0,5,5,7218
2021-10-24,0,0,5,5,6636
2021-10-25,0,10,25,25,6641
2021-10-26,0,0,5,5,6811
2021-10-27,0,0,0,0,7055
2021-10-28,0,5,15,15,7089
2021-10-29,0,0,10,10,7163
2021-10-30,0,5,5,5,7206
2021-10-31,0,0,0,0,6958
2021-11-01,0,5,30,30,6781
2021-11-02,20,0,35,35,7034
2021-11-03,5,0,15,15,6924
2021-11-04,0,0,15,15,6866
2021-11-05,0,0,10,10,7547
2021-11-06,0,0,0,0,7338
2021-11-07,0,0,0,0,6749
2021-11-08,0,5,30,30,6662
2021-11-09,0,5,10,10,6902
2021-11-10,0,0,20,20,7034
2021-11-11,0,5,25,25,7169
2021-11-12,5,5,40,50,7332
2021-11-13,0,0,0,0,7599
2021-11-14,0,0,0,0,7030
2021-11-15,15,0,30,30,3717
2021-11-19,0,0,15,20,7230
2021-11-20,0,5,15,15,7622
2021-11-21,0,0,0,0,6894
2021-11-22,10,0,25,25,7009
2021-11-23,10,10,30,30,7521
2021-11-24,10,10,35,35,7348
2021-11-25,15,10,30,35,7042
2021-11-26,0,20,50,50,7480
2021-11-27,0,0,0,0,7419
2021-11-28,0,0,0,0,6525
2021-11-29,15,0,20,20,6845
2021-11-30,10,0,15,15,7120
2021-12-01,5,0,30,30,7348
2021-12-02,5,0,20,20,7394
2021-12-03,0,0,25,25,7537
2021-12-04,0,0,5,5,7540
2021-12-05,0,0,0,0,7280
2021-12-06,0,0,5,5,6778
2021-12-07,0,5,20,20,7067
2021-12-08,20,5,30,30,7310
2021-12-09,5,5,15,20,7279
2021-12-10,0,5,30,30,7501
2021-12-11,0,0,0,0,7322
2021-12-12,0,0,0,0,6915
2021-12-13,0,5,25,25,6756
2021-12-14,0,55,95,95,6482
2021-12-15,0,5,15,15,6923
2021-12-16,0,15,30,30,6925
2021-12-17,0,0,15,15,7285
2021-12-18,0,0,0,0,7453
2021-12-19,0,0,0,0,6857
2021-12-20,0,0,0,0,6536
2021-12-21,0,5,10,10,6948
2021-12-22,0,0,5,10,6417
2021-12-23,0,5,10,10,6736
2021-12-24,0,0,0,0,6785
2021-12-25,0,0,0,0,4121
2021-12-26,0,0,0,0,5302
2021-12-27,0,0,0,0,6078
2021-12-28,0,0,0,0,5961
2021-12-29,0,0,5,5,6261
2021-12-30,0,0,0,0,6240
2021-12-31,0,0,0,0,6283
2022-01-01,0,0,0,0,5565
2022-01-02,0,0,0,0,5690
2022-01-03,0,0,0,0,5630
2022-01-04,0,0,0,0,6176
2022-01-05,0,0,0,0,6261
2022-01-06,0,10,15,20,6318
2022-01-07,5,5,35,35,6713
2022-01-08,0,0,0,0,6659
2022-01-09,0,0,0,0,5913
2022-01-10,0,5,25,25,6458
2022-01-11,0,5,15,15,6454
2022-01-12,10,0,15,15,6590
2022-01-13,15,0,30,30,6650
2022-01-14,0,0,5,5,7046
2022-01-15,0,0,0,0,7078
2022-01-16,0,0,0,0,6367
2022-01-17,5,0,5,5,6534
2022-01-18,0,0,0,5,6846
2022-01-19,0,0,5,5,6993
2022-01-20,5,5,25,25,6737
2022-01-21,5,5,30,30,7274
2022-01-22,0,0,10,10,7027
2022-01-23,0,5,5,5,4816
2022-01-24,0,5,15,15,6473
2022-01-25,0,0,0,0,6783
2022-01-26,5,0,20,20,6740
2022-01-27,0,5,20,20,7020
2022-01-28,5,5,10,10,7278
2022-01-29,0,0,5,5,7127
2022-01-30,0,0,0,0,6650
2022-01-31,5,0,20,20,6598
2022-02-01,10,0,10,10,6792
2022-02-02,0,0,10,10,6903
2022-02-03,0,0,10,10,7071
2022-02-04,0,0,20,20,7434
2022-02-05,0,0,5,5,7030
2022-02-06,0,0,0,0,6625
2022-02-07,0,0,5,5,6771
2022-02-08,0,5,5,5,6985
2022-02-09,0,0,5,5,7192
2022-02-10,5,5,15,15,7141
2022-02-11,0,10,30,30,7379
2022-02-12,0,0,0,0,7187
2022-02-13,0,0,0,0,6694
2022-02-14,0,0,20,20,6921
2022-02-15,20,0,40,40,7098
2022-02-16,5,0,10,10,6916
2022-02-17,0,0,10,10,7278
2022-02-18,0,0,0,0,7496
2022-02-19,0,0,5,5,7661
2022-02-20,0,0,0,0,6724
2022-02-21,0,5,10,10,6684
2022-02-22,0,5,10,10,7205
2022-02-23,0,0,0,0,7296
2022-02-24,0,0,0,0,7142
2022-02-25,0,0,0,0,7370
2022-02-26,0,0,5,5,7499
2022-02-27,0,0,0,0,6823
2022-02-28,15,5,45,45,6962
2022-03-01,0,5,20,20,6995
2022-03-02,10,0,35,35,7127
2022-03-03,5,5,35,35,7242
2022-03-04,5,5,45,45,7427
2022-03-05,0,0,0,0,7503
2022-03-06,0,0,0,0,6807
2022-03-07,5,0,30,30,6907
2022-03-08,10,5,35,40,6788
2022-03-09,0,0,15,15,6850
2022-03-10,5,5,10,10,7027
2022-03-11,0,0,15,15,7322
2022-03-12,0,0,5,5,7361
2022-03-13,0,0,0,0,6704
2022-03-14,5,10,25,25,6837
2022-03-15,10,0,25,30,7055
2022-03-16,10,0,25,25,6901
2022-03-17,10,0,15,15,7030
2022-03-18,0,5,25,25,7326
2022-03-19,0,0,0,0,7208
2022-03-20,0,0,0,0,6584
2022-03-21,0,0,20,20,6690
2022-03-22,5,5,15,15,6717
2022-03-23,0,0,0,5,7202
2022-03-24,5,5,15,15,7198
2022-03-25,0,5,5,5,7324
2022-03-26,0,0,0,0,7280
2022-03-27,0,0,0,0,6767
2022-03-28,0,0,30,30,6802
2022-03-29,0,5,20,20,6965
2022-03-30,0,5,15,15,7023
2022-03-31,20,0,20,25,7256
2022-04-01,0,5,65,65,7327
2022-04-02,0,0,0,0,6969
2022-04-03,0,0,0,0,6659
2022-04-04,15,0,30,30,6653
2022-04-05,0,5,10,10,6909
2022-04-06,5,5,25,25,6941
2022-04-07,0,0,5,5,7116
2022-04-08,5,5,10,10,7162
2022-04-09,0,0,0,0,6991
2022-04-10,0,0,0,0,6485
2022-04-11,0,0,10,10,6605
2022-04-12,0,0,5,5,6743
2022-04-13,0,0,5,5,6811
2022-04-14,5,5,10,10,6877
2022-04-15,0,0,0,0,6602
2022-04-16,0,0,10,10,6854
2022-04-17,0,0,0,0,6430
2022-04-18,0,0,0,0,6196
2022-04-19,0,0,5,5,6686
2022-04-20,0,0,25,25,6923
2022-04-21,0,0,5,5,6916
2022-04-22,0,0,5,5,7006
2022-04-23,0,0,0,0,7054
2022-04-24,0,0,0,0,6766
2022-04-25,0,0,0,0,6723
2022-04-26,0,0,0,0,6686
2022-04-27,0,0,0,0,6680
2022-04-28,0,15,15,15,7119
2022-04-29,0,0,10,10,7409
2022-04-30,0,5,5,5,7173
2022-05-01,0,0,5,5,6667
2022-05-02,0,0,0,0,6434
2022-05-03,5,0,10,10,7000
2022-05-04,5,30,70,70,6926
2022-05-05,0,5,5,5,7178
2022-05-06,0,0,0,0,7163
2022-05-07,0,0,5,5,7195
2022-05-08,0,0,0,0,7183
2022-05-09,0,0,25,25,6980
2022-05-10,0,10,15,15,7138
2022-05-11,0,0,15,15,7174
2022-05-12,0,5,15,20,7090
2022-05-13,0,5,5,5,7332
2022-05-14,0,0,0,0,7096
2022-05-15,0,0,0,0,6877
2022-05-16,0,0,0,0,6898
2022-05-17,10,0,10,10,6924
2022-05-18,5,0,15,15,7300
2022-05-19,5,0,15,15,7665
2022-05-20,0,20,30,30,7558
2022-05-21,0,0,15,15,7156
2022-05-22,0,0,0,0,6537
